task,method,classifier,repeat,seed,primary_name,primary,accuracy,balanced_accuracy,precision,recall,auc
attention_state,bandpass,logistic_regression,4,2111243235,accuracy,0.6696859903381642,0.6696859903381642,0.6696859903381642,0.6691073379265262,0.6696859903381642,0.8278750306308199
attention_state,bandpass,logistic_regression,5,1626406676,accuracy,0.6461352657004831,0.6461352657004831,0.6461352657004831,0.6461674886065877,0.6461352657004831,0.8174094093502765
attention_state,bandpass,logistic_regression,6,126691620,accuracy,0.6479468599033816,0.6479468599033816,0.6479468599033816,0.6464304949052168,0.6479468599033816,0.8169617070993489
attention_state,bandpass,logistic_regression,7,28155425,accuracy,0.6491545893719807,0.6491545893719807,0.6491545893719807,0.6490410499182429,0.6491545893719807,0.8217023734509556
attention_state,bandpass,logistic_regression,8,149869551,accuracy,0.6570048309178744,0.6570048309178744,0.6570048309178743,0.6583179507998481,0.6570048309178743,0.8215136657214871
attention_state,bandpass,logistic_regression,9,2044435244,accuracy,0.658816425120773,0.658816425120773,0.658816425120773,0.6578019590197896,0.658816425120773,0.8212708070783449
attention_state,bandpass,logistic_regression,10,1786428360,accuracy,0.6413043478260869,0.6413043478260869,0.6413043478260869,0.6452571995610304,0.6413043478260869,0.8135173808023524
attention_state,bandpass,mlp,1,2013945970,accuracy,0.8146135265700483,0.8146135265700483,0.8146135265700484,0.8132426248075983,0.8146135265700484,0.9336265687355596
attention_state,bandpass,mlp,2,61155527,accuracy,0.8309178743961353,0.8309178743961353,0.8309178743961353,0.8309468234730826,0.8309178743961353,0.9354367954911432
attention_state,bandpass,mlp,3,1072713694,accuracy,0.8285024154589372,0.8285024154589372,0.8285024154589372,0.8284831864581158,0.8285024154589372,0.939243495326612
attention_state,bandpass,mlp,4,2111243235,accuracy,0.8357487922705314,0.8357487922705314,0.8357487922705314,0.8365360246492504,0.8357487922705314,0.9429077071518588
attention_state,bandpass,mlp,5,1626406676,accuracy,0.8351449275362319,0.8351449275362319,0.8351449275362318,0.8346888527469387,0.8351449275362318,0.9379515311034096
attention_state,bandpass,mlp,6,126691620,accuracy,0.8297101449275363,0.8297101449275363,0.8297101449275363,0.8295640495687587,0.8297101449275363,0.9379466082930756
attention_state,bandpass,mlp,7,28155425,accuracy,0.8309178743961353,0.8309178743961353,0.8309178743961354,0.8310776162039174,0.8309178743961354,0.9388431067527828
attention_state,bandpass,mlp,8,149869551,accuracy,0.7608695652173914,0.7608695652173914,0.7608695652173912,0.761546227794874,0.7608695652173912,0.9029246416194076
attention_state,bandpass,mlp,9,2044435244,accuracy,0.8339371980676329,0.8339371980676329,0.8339371980676328,0.833733901485603,0.8339371980676328,0.9402797469019114
attention_state,bandpass,mlp,10,1786428360,accuracy,0.822463768115942,0.822463768115942,0.822463768115942,0.8230479818833811,0.822463768115942,0.93574392415809
attention_state,bandpass,mobilenet,1,2013945970,accuracy,0.6008454106280193,0.6008454106280193,0.6008454106280193,0.6516676164565331,0.6008454106280193,0.8010440733739411
attention_state,bandpass,mobilenet,2,61155527,accuracy,0.571256038647343,0.571256038647343,0.571256038647343,0.5571326028669749,0.571256038647343,0.7744379244556465
attention_state,bandpass,mobilenet,3,1072713694,accuracy,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.48443899653434147
attention_state,bandpass,mobilenet,4,2111243235,accuracy,0.5905797101449275,0.5905797101449275,0.5905797101449275,0.6224981980113945,0.5905797101449275,0.7928888910768045
attention_state,bandpass,mobilenet,5,1626406676,accuracy,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.441406796978926
attention_state,bandpass,mobilenet,6,126691620,accuracy,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6244921300672127
attention_state,bandpass,mobilenet,7,28155425,accuracy,0.5670289855072463,0.5670289855072463,0.5670289855072465,0.6337674684994273,0.5670289855072465,0.7877131029895681
attention_state,bandpass,mobilenet,8,149869551,accuracy,0.5561594202898551,0.5561594202898551,0.5561594202898551,0.6603654119743815,0.5561594202898551,0.7894585127424211
attention_state,bandpass,mobilenet,9,2044435244,accuracy,0.5404589371980676,0.5404589371980676,0.5404589371980676,0.6139474654457326,0.5404589371980676,0.7827388766365608
attention_state,bandpass,mobilenet,10,1786428360,accuracy,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5488731140166632
attention_state,bandpass,random_forest,1,2013945970,accuracy,0.8236714975845411,0.8236714975845411,0.8236714975845411,0.823377119497651,0.8236714975845411,0.9383215623468458
attention_state,bandpass,random_forest,2,61155527,accuracy,0.8134057971014492,0.8134057971014492,0.8134057971014492,0.8137927610380777,0.8134057971014492,0.9405866020793952
attention_state,bandpass,random_forest,3,1072713694,accuracy,0.8067632850241546,0.8067632850241546,0.8067632850241546,0.8106236421833058,0.8067632850241546,0.937102893299727
attention_state,bandpass,random_forest,4,2111243235,accuracy,0.8236714975845411,0.8236714975845411,0.8236714975845411,0.8237018497300902,0.8236714975845411,0.941543815199888
attention_state,bandpass,random_forest,5,1626406676,accuracy,0.8351449275362319,0.8351449275362319,0.8351449275362319,0.8357460297334741,0.8351449275362319,0.9476513818875586
attention_state,bandpass,random_forest,6,126691620,accuracy,0.836352657004831,0.836352657004831,0.8363526570048309,0.8376481808157381,0.8363526570048309,0.950711728978506
attention_state,bandpass,random_forest,7,28155425,accuracy,0.8140096618357487,0.8140096618357487,0.8140096618357487,0.8198247637784069,0.8140096618357487,0.9395150703633692
attention_state,bandpass,random_forest,8,149869551,accuracy,0.8351449275362319,0.8351449275362319,0.8351449275362319,0.8373374596408031,0.8351449275362319,0.9459923948050132
attention_state,bandpass,random_forest,9,2044435244,accuracy,0.8248792270531401,0.8248792270531401,0.8248792270531401,0.8264931861329364,0.8248792270531401,0.943290865889519
