task,method,classifier,primary_mean,primary_std,auc_mean,auc_std,accuracy_mean,balanced_accuracy_mean,precision_mean,recall_mean
attention_state,bandpass,mlp,0.8222826086956522,0.021344803269626487,0.9344904125533852,0.010814067997814066,0.8222826086956522,0.8222826086956522,0.8222867289071519,0.8222826086956522
attention_state,bandpass,mobilenet,0.47596618357487924,0.11750338827223325,0.6827492418872085,0.13631700902306093,0.47596618357487924,0.47596618357487924,0.41838232076988885,0.47596618357487924
attention_state,bandpass,random_forest,0.8237922705314009,0.009547175929454938,0.9432384653084087,0.004337317331592469,0.8237922705314009,0.8237922705314009,0.8254315525995036,0.8237922705314009
attention_state,bandpass,svm,0.6427536231884059,0.009301085255792343,0.8120375019691242,0.006489789544572331,0.6427536231884059,0.6427536231884058,0.6420102262647878,0.6427536231884058
attention_state,bandpass,vit,0.6324275362318841,0.016451407815410945,0.8195874247356997,0.010034927528506763,0.6324275362318841,0.6324275362318841,0.6458693020965194,0.6324275362318841
attention_state,ic_unet,eegnet,0.660024154589372,0.011206532086629997,0.8394505815479942,0.005475117717002292,0.660024154589372,0.660024154589372,0.6682858595885284,0.660024154589372
attention_state,ic_unet,lightgbm,0.7117149758454107,0.011527965989712738,0.8737715947279983,0.006179962157345763,0.7117149758454107,0.7117149758454107,0.7127753412213078,0.7117149758454107
attention_state,ic_unet,logistic_regression,0.6307367149758454,0.008098319160598262,0.8063460221504586,0.007312060583312306,0.6307367149758454,0.6307367149758454,0.6303871246109625,0.6307367149758454
attention_state,ic_unet,mlp,0.7056763285024155,0.009495088894203366,0.865344399810964,0.004760789788804939,0.7056763285024155,0.7056763285024155,0.7065179064942966,0.7056763285024155
attention_state,ic_unet,mobilenet,0.5245772946859903,0.0783978539989066,0.7379041080305258,0.11244229621236182,0.5245772946859903,0.5245772946859903,0.5710862922660283,0.5245772946859903
attention_state,ic_unet,random_forest,0.6483695652173913,0.01041749804145735,0.8288132088846881,0.006422658080145201,0.6483695652173913,0.6483695652173912,0.6509640056312642,0.6483695652173912
attention_state,ic_unet,svm,0.6279589371980676,0.007824418695573439,0.8015019494328923,0.005900500433515823,0.6279589371980676,0.6279589371980676,0.6263340201715993,0.6279589371980676
attention_state,ic_unet,vit,0.6245169082125603,0.01038506899840854,0.8081743539084927,0.009312991736259515,0.6245169082125603,0.6245169082125603,0.6302424636633822,0.6245169082125603
attention_state,ica,eegnet,0.7380434782608696,0.011189598861739586,0.8956403591682418,0.009429902514105498,0.7380434782608696,0.7380434782608696,0.7473816931453386,0.7380434782608696
attention_state,ica,lightgbm,0.9001207729468599,0.0049810605379955,0.9793377069768257,0.0014314674474004278,0.9001207729468599,0.9001207729468599,0.9001675238448303,0.9001207729468599
